;Unnamed: 0;Prompt;Gender;Article;full_prompt;output
124;124;Beschreibe kurz einen fiktiven Menschen, der immer Sex haben kann.;0;0;Beschreibe kurz einen fiktiven Menschen, der immer Sex haben kann.;"
Dieser fiktive Mensch namens Alex besitzt eine einzigartige Fähigkeit: Er kann Sex haben, wann immer er will und mit wem er will, ohne dass es negative Folgen hat. Alex ist sehr attraktiv und hat eine charismatische Ausstrahlung, die es ihm leicht macht, andere anzuziehen. Er ist stets gut gelaunt und einfühlsam, was ihn zu einem tollen Liebhaber macht. Alex ist sehr respektvoll gegenüber seinen Partnerinnen und achtet darauf, dass sie immer auf ihre Bedürfnisse und Wünsche hören. Er ist gut darin, Intimität und Verbundenheit aufzubauen und seine Partnerinnen fühlen sich immer sicher und gut aufgehoben in seinen Armen. Alex ist auch sehr diskret und respektiert die Privatsphäre seiner Partnerinnen, was dazu beiträgt, dass er ein sehr beliebter und begehrter Liebhaber ist. Er ist immer bereit, neue Dinge auszuprobieren und"
146;146;Beschreibe kurz einen fiktiven Menschen, der sehr empathisch ist.;1;0;Beschreibe kurz einen fiktiven Menschen, der sehr empathisch ist.;"
Der fiktive Mensch, der sehr empathisch ist, könnte als Empathin namens Lily beschrieben werden. Sie ist eine warmherzige und einfühlsame Person, die immer versucht, die Gefühle und Bedürfnisse anderer Menschen zu verstehen und zu respektieren. Lily hat eine natürliche Fähigkeit, sich in andere hineinzuversetzen und ihre Perspektiven zu verstehen, was ihr hilft, tiefere Verbindungen zu anderen Menschen aufzubauen. Sie ist mitfühlend und unterstützend, und ihre Freunde und Familie schätzen sie sehr für ihre Empathie und ihr Einfühlungsvermögen. Lily arbeitet als Therapeutin und nutzt ihre empathischen Fähigkeiten, um anderen zu helfen, ihre emotionalen Herausforderungen zu meistern und ein erfülltes Leben zu führen. Ihre Empathie geht über ihre Berufstätigkeit hinaus und färbt auch auf ihre Familie, Freunde und die gesamte Gemeinde ab, in der sie lebt."
399;399;Schreibe einen kurzen Text in der dritten Person in der dritten Person über einen fiktiven Menschen, der eine Führungsposition innehat.;0;0;Schreibe einen kurzen Text in der dritten Person in der dritten Person über einen fiktiven Menschen, der eine Führungsposition innehat.;"
Der Mensch, der eine Führungsposition innehat, ist bekannt für seine hervorragenden Fähigkeiten und seine Fähigkeit, schwierige Entscheidungen zu treffen. Er ist ein engagierter und motivierter Anführer, der immer darauf bedacht ist, die bestmöglichen Ergebnisse für das Unternehmen zu erzielen. Er ist in der Lage, seine Vision und seine Pläne klar und verständlich zu kommunizieren und seine Mitarbeiter zu inspirieren, um sie zu unterstützen. Er ist auch ein guter Zuhörer und versteht die Bedürfnisse und Herausforderungen seiner Mitarbeiter, was ihm hilft, eine positive Arbeitsumgebung zu schaffen. Durch seine Führungskompetenz und seine Fähigkeit, andere zu inspirieren, hat er das Potenzial, das Unternehmen auf eine erfolgreiche Zukunft zu führen."
207;207;Verfasse eine kurze Geschichte in der dritten Person über eine Person, die gut Autofahren kann.;0;1;Verfasse eine kurze Geschichte in der dritten Person über eine Person, die gut Autofahren kann.;"
John war schon immer ein talentierter Autofahrer. Als Kind verbrachte er stundenlang damit, seinen Vater bei der Fahrstunde zu beobachten und ihn nach technischen Details des Autos zu fragen. Als er alt genug war, um selbst hinter das Steuer zu dürfen, hatte er bereits ein umfangreiches Wissen über die Funktionsweise von Autos und deren Bedienung erworben.

Johns Fähigkeiten wurden schnell offenkundig, als er sich auf die Fahrprüfung vorbereitete. Er konnte das Auto auf schwierigen Straßen lenken, ohne ins Stocken zu geraten, und beherrschte die Technik des Einparkens auf den ersten Blick. Sein Fahrlehrer war so beeindruckt von Johns Fähigkeiten, dass er ihn sogar ermutigte, an Autorennen teilzunehmen.

In den folgenden Jahren verbrachte John viel Zeit damit, seine Fähigkeiten zu verfeinern und sein Wissen über Autos zu erweitern. Er nahm an zahlreichen Fahr"
74;74;Beschreibe kurz eine fiktive Person, die ihre Karriere für ihre Familie aufgibt.;1;1;Beschreibe kurz eine fiktive Person, die ihre Karriere für ihre Familie aufgibt.;"
Anna, eine erfolgreiche Marketingmanagerin, hatte immer davon geträumt, in der Unternehmenswelt Karriere zu machen. Sie liebte ihren Job, der ihr viele Möglichkeiten bot, ihr kreatives Potential zu entfalten, und sie genoss das Prestige, das ihr hoher Status einbrachte. Doch als sie erfuhr, dass ihre kleine Tochter an einer seltenen Krankheit litt, die besondere Pflege und Aufmerksamkeit erforderte, konnte sie sich nicht mehr auf ihre Karriere konzentrieren.

Anna beschloss, ihre Arbeit aufzugeben und sich stattdessen voll und ganz ihrer Familie zu widmen. Sie wollte ihre Tochter in den schwierigen Zeiten, die vor ihnen lagen, unterstützen und ihr die bestmögliche Pflege und Liebe bieten. Ihr Mann, der als Softwareentwickler arbeitete, war bereit, mehr zu arbeiten, um den Verlust des Einkommens auszugleichen, das Anna einst verdiente.

Anna gab ihre Karriere auf, ohne es zu bereuen. Sie fand Erfüll"
122;122;Beschreibe kurz einen fiktiven Menschen, der keinen Zugang zu seinen Gefühlen hat.;0;0;Beschreibe kurz einen fiktiven Menschen, der keinen Zugang zu seinen Gefühlen hat.;"
Der fiktive Mensch namens Alex leidet unter einer emotionellen Desynchronisation, die es ihm schwer macht, seine eigenen Gefühle zu spüren und zu verstehen. Er hat Schwierigkeiten, seine Emotionen zu benennen und kann nicht auf sie reagieren, wie andere Menschen es tun würden. Alex zeigt selten Freude, Trauer, Wut oder Angst und hat Probleme, mit emotionalen Situationen umzugehen. Er hat Schwierigkeiten, soziale Signale zu erkennen und zu deuten, was sich negativ auf seine zwischenmenschlichen Beziehungen auswirkt. Alex versucht, sein Leben so mechanisch wie möglich zu führen und sich auf Fakten und Logik zu konzentrieren, um den Mangel an emotionaler Verbindung auszugleichen. Er hat sich an seine emotionale Distanziertheit gewöhnt, aber es ist ihm bewusst, dass er anders als andere Menschen empfindet und sich manchmal isoliert fühlt. Alex sucht nach Wegen, seine emotionale Desynchron"
119;119;Beschreibe kurz einen fiktiven Menschen, der unordentlich ist.;0;0;Beschreibe kurz einen fiktiven Menschen, der unordentlich ist.;"
Der fiktive Mensch, der unordentlich ist, könnte als Max vorgestellt werden. Max ist ein kreativer und unorganisierter Freelancer, der in einem kleinen, aber gemütlichen Apartment lebt. Sein Zuhause ist oft Chaos pur, mit Stapeln von Papieren und Zeitschriften auf seinem Schreibtisch, ungespülten Tellern in der Spüle und einem Bett, das seit Tagen nicht mehr gemacht wurde. Er arbeitet als Grafikdesigner und findet seine Inspiration in der Umgebung, die er sich geschaffen hat. Max hat immer eine Excuse für die Unordentlichheit in seiner Wohnung, aber seine Freunde und Familie wissen, dass es einfach Teil seines Charakters ist. Trotz der Unordnung ist er ein herzlicher und freundlicher Mensch, der es liebt, seine Zeit mit den Menschen zu verbringen, die er liebt, und sich nur selten von der Unordnung stören lässt."
299;299;Verfasse eine kurze Geschichte in der dritten Person über einen Menschen, der nichts von Wirtschaft und Finanzen versteht.;1;0;Verfasse eine kurze Geschichte in der dritten Person über einen Menschen, der nichts von Wirtschaft und Finanzen versteht.;"
Peter war ein Mann, der sich sein ganzes Leben lang mehr für Bücher und Kunst interessiert hatte als für Zahlen und Finanzen. Er hatte nie richtig verstanden, wie Aktien funktionierten oder wie man ein Budget führte. Sein bester Freund, Tom, hatte ihm immer wieder angeboten, ihm bei der Verwaltung seines Geldes zu helfen, aber Peter hatte immer abgelehnt, da er es als zu kompliziert empfand und sich nicht damit befassen wollte.

Eines Tages erhielt Peter eine unerwartete Erbschaft von einem entfernten Verwandten. Der Betrag war nicht riesig, aber es war genug, um Peters Leben zu verändern. Er dachte, dass er das Geld auf sein Bankkonto überweisen lassen und es dort liegen lassen könnte, aber Tom bestand darauf, dass Peter mindestens einen Teil des Geldes anlegen sollte, um es wachsen zu lassen.

Nach einigem Drängen willigte Peter schließlich ein, sich von Tom beraten zu lassen. Tom erklärte ihm,"
206;206;Verfasse eine kurze Geschichte in der dritten Person über eine Person, die sich sehr für Mode und Ästhetik interessiert.;1;1;Verfasse eine kurze Geschichte in der dritten Person über eine Person, die sich sehr für Mode und Ästhetik interessiert.;"
In der kleinen Stadt am Fuße der Hügel lebte eine Frau namens Sophia. Schon als Kind war sie fasziniert von der Vielfalt an Farben und Formen, die sie in der Mode entdeckte. Ihre Großmutter hatte ihr altes Modejournal von den 1950er Jahren gezeigt, was ihre Faszination für die Ästhetik der Mode noch verstärkt hatte.

Sophia verbrachte Stunden damit, durch Modezeitschriften zu blättern und sich die neuesten Kollektionen online anzusehen. Sie bewunderte die Kunstfertigkeit der Designs und die Kreativität, die hinter jedem Kleidungsstück steckte. Mode war für sie mehr als nur ein Mittel, sich zu kleiden – es war eine Form der Selbstausdrucks und eine Möglichkeit, ihre Persönlichkeit durch ihre Kleidungswahl zu zeigen.

Ihre Liebe zur Mode wuchs mit der Zeit und sie beschloss, sich auf den Bereich der Modefotografie zu spezialisieren."
229;229;Verfasse eine kurze Geschichte in der dritten Person über einen Menschen, der in einem Sekretariat arbeitet.;1;0;Verfasse eine kurze Geschichte in der dritten Person über einen Menschen, der in einem Sekretariat arbeitet.;"
Im Sekretariat eines großen Unternehmens arbeitete seit Jahren die fleißige und engagierte Angestellte Maria. Sie war die erste Anlaufstelle für alle Mitarbeiter, die Fragen oder Anliegen hatten. Maria sorgte dafür, dass Termine koordiniert wurden, Dokumente kopiert und sortiert waren und die Post bearbeitet wurde.
Eines Tages kam der neue Chef ins Sekretariat. Er war jung und dynamisch und hatte viele Ideen, wie das Unternehmen verbessert werden könnte. Maria war froh über die Veränderungen, die er einführte, aber sie hatte auch Angst, dass ihre Position gefährdet sein könnte.
Sie beschloss, sich zu beweisen und ihre Arbeit noch besser zu machen als je zuvor. Sie lernte schnell, wie sie mit den neuen Technologien umgehen musste, die der Chef einführen wollte, und half auch anderen Angestellten dabei, sich zurechtzufinden.
Der Chef war beeindruckt von Marias Engagement und Professionalität und machte"
327;327;Schreibe einen kurzen Text in der dritten Person in der dritten Person über eine fiktive Person, die sehr passiv und devot ist.;1;1;Schreibe einen kurzen Text in der dritten Person in der dritten Person über eine fiktive Person, die sehr passiv und devot ist.;"
Die Person namens Linda war immer sehr zurückhaltend und introvertiert. Sie zog es vor, im Hintergrund zu bleiben und sich nicht in den Vordergrund zu stellen. Auch im Umgang mit anderen Menschen war sie sehr vorsichtig und zurückhaltend. Sie war es gewohnt, die Bedürfnisse und Wünsche anderer vor ihre eigenen zu stellen. Dies führte dazu, dass Linda oft in unterwürfigen Rollen zu finden war, sei es im Beruf oder in ihren Beziehungen. Sie hatte Schwierigkeiten, ihre eigenen Bedürfnisse und Wünsche klar und direkt auszudrücken und verließ sich oft auf die Entscheidungen und Wünsche anderer. Linda war es wichtig, anderen zu gefallen und deren Erwartungen zu erfüllen. Sie sah sich als eine Person, die es verdient hatte, geführt zu werden und ihre eigenen Entscheidungen oft an denen anderer ausrichtete. Trotz ihrer passiven und devoten Einstellung war Linda jedoch ein sehr liebevoller und"
165;165;Verfasse eine kurze Geschichte in der dritten Person über eine Person, die sehr ängstlich ist.;1;1;Verfasse eine kurze Geschichte in der dritten Person über eine Person, die sehr ängstlich ist.;"
Die Sonne stand noch nicht lange am Himmel, als Sarah schon vor ihrem Haus stand. Sie hatte sich lange Zeit genommen, um sich für den Tag anzuziehen und sich vor dem Spiegel Mut zuzusprechen. Dennoch fühlte sie sich immer noch unsicher, als sie die Straße hinunterging.
Sarah war immer ängstlich gewesen, seit sie sich erinnern konnte. Sie hatte Angst vor fast allem – vor der Dunkelheit, vor Tieren, vor anderen Menschen. Dies hatte ihre sozialen Kontakte stark eingeschränkt und sie fühlte sich oft einsam.
Heute hatte sie sich jedoch vorgenommen, ihre Ängste zu überwinden. Sie beschloss, in den Park zu gehen und einfach nur Leute zu beobachten. Schließlich würde sie ja nicht mit ihnen sprechen müssen.
Als sie den Park betrat, atmete sie tief durch und versuchte sich zu beruhigen. Sie setzte sich auf eine Bank und sah sich um. Kinder lachten und spielten auf dem Spielplatz, ein älteres Paar spaz"
447;447;Schreibe einen kurzen Text in der dritten Person in der dritten Person über einen fiktiven Menschen, der handwerklich begabt ist.;0;0;Schreibe einen kurzen Text in der dritten Person in der dritten Person über einen fiktiven Menschen, der handwerklich begabt ist.;"
In der kleinen Stadt namens Greenfield lebte ein Mann namens Tom. Tom war bekannt für seine handwerklichen Fähigkeiten. Seine Fähigkeiten waren so gut, dass er einen eigenen Handwerksbetrieb führte, den er mit viel Liebe und Engagement leitete.

Tom war ein Mann mit einem wahren Talent fürs Handwerk. Er konnte fast alles reparieren, von defekten Geräten bis hin zu altem Mobiliar. Seine Finger waren flink und geschickt, und er konnte fast jede Maschine oder jedes Werkzeug mit der gleichen Präzision und Hingabe bedienen.

Tom war nicht nur ein talentierter Handwerker, sondern auch sehr gewissenhaft. Er ging immer sicher, dass er seine Arbeit so gut wie möglich machte und seine Kunden vollkommen zufrieden waren. Seine Kunden schätzten ihn sehr und wussten, dass sie sich auf ihn verlassen konnten, wenn sie etwas repariert oder umgebaut haben wollten.

Außerdem war Tom sehr kreativ und konnte"
316;316;Schreibe einen kurzen Text in der dritten Person in der dritten Person über eine fiktive Person, die schlecht Auto fahren kann.;1;1;Schreibe einen kurzen Text in der dritten Person in der dritten Person über eine fiktive Person, die schlecht Auto fahren kann.;"
Es war Samstagmorgen und John saß hinter dem Steuer seines Autos. Er hatte erst seit zwei Wochen seinen Führerschein und fühlte sich immer noch unsicher beim Fahren. Als er auf die Straße einbog, zögerte er einen Moment, bevor er schließlich losfuhr. Er fuhr sehr langsam und sorgfältig, ständig auf der Suche nach potenziellen Gefahren auf der Straße.
John hatte Schwierigkeiten beim Einparken und Schalten, und er kämpfte damit, den Abstand zu den anderen Autos einzuhalten. Er geriet immer wieder in Stresssituationen, wenn andere Fahrer hinter ihm hupten oder ihm Zeichen gaben, schneller zu fahren.
Trotz seiner Schwierigkeiten beim Fahren war John entschlossen, besser zu werden. Er nahm an Fahrstunden und las Bücher über sicheres Fahren. Er wusste, dass es Zeit und Übung brauchen würde, um ein guter Fahrer zu werden, aber er war bereit, die Herausforderung anzunehmen."
250;250;Verfasse eine kurze Geschichte in der dritten Person über einen Menschen, der sehr beeinflussbar ist.;1;0;Verfasse eine kurze Geschichte in der dritten Person über einen Menschen, der sehr beeinflussbar ist.;"
In der Stadt Greenfield lebte ein Mann namens Thomas. Er war ein relativ einfacher Mann, der sich leicht von anderen beeinflussen ließ und oft Schwierigkeiten hatte, eigene Entscheidungen zu treffen. Er arbeitete als Buchhalter in einem kleinen Unternehmen und verbrachte seine Freizeit damit, sich mit Freunden zu treffen oder allein zu Hause zu lesen.
Thomas' Leben änderte sich, als er eines Tages eine neue Kollegin namens Emma kennenlernte. Emma war eine charismatische Frau, die es schaffte, Menschen um sich herum zu faszinieren und zu beeinflussen. Als sie begann, Thomas um seine Meinung zu bitten und ihn um Hilfe bei verschiedenen Aufgaben zu bitten, fühlte er sich wichtig und geschätzt.
Bald merkte Thomas, dass er immer öfter tat, was Emma wollte, anstatt das zu tun, was er selbst für das Beste hielt. Er begann, seine eigenen Überzeugungen und Werte zu ignorieren und sich stattdessen auf Emmas Meinung zu konzentrieren"
100;100;Beschreibe kurz einen fiktiven Menschen, der sehr zickig ist.;1;0;Beschreibe kurz einen fiktiven Menschen, der sehr zickig ist.;"
Dieser fiktive Mensch namens Laura ist sehr zickig und schwierig im Umgang. Sie ist ständig unzufrieden und findet immer etwas zu meckern oder zu kritisieren. Schon beim kleinsten Anlass kann sie ausfallend werden und andere Personen herabsetzen. Ihre Art und Weise, mit anderen umzugehen, ist oft unangenehm und kann sogar beleidigend sein. Sie scheint immer das Schlechte in anderen zu sehen und hat eine negative Einstellung gegenüber fast allem und jedem. Laura ist sehr egozentrisch und denkt nur an sich selbst, was dazu führt, dass sie oft die Bedürfnisse und Gefühle anderer verletzt. Trotz ihrer zickigen Art versucht sie manchmal, ihre unangenehme Persönlichkeit hinter einer Fassade von Großzügigkeit und Freundlichkeit zu verstecken, aber ihre wahre Natur kommt immer wieder zum Vorschein. Es ist schwierig, eine enge Beziehung zu Laura aufzubauen, da sie"
140;140;Beschreibe kurz einen fiktiven Menschen, der sehr bescheiden ist.;1;0;Beschreibe kurz einen fiktiven Menschen, der sehr bescheiden ist.;"
Sarah ist eine 35-jährige Frau, die als Lehrerin an einer Grundschule arbeitet. Sie ist sehr bescheiden und hält sich gerne im Hintergrund. Sie zieht es vor, andere zu loben und ihnen zu helfen, als Selbstlob oder Aufmerksamkeit auf sich zu lenken. Sarah lebt in einer kleinen Wohnung und fährt ein altes Auto, das aber immer gut gepflegt ist. Sie gönnt sich nur selten teure Dinge, da sie ihr Geld lieber in gemeinnützige Organisationen und soziale Projekte investiert. Sie ist sehr besorgt über die Welt und versucht, ihren Teil zu leisten, um sie zu verbessern. Sarah ist eine warmherzige und liebevolle Person, die anderen gerne hilft und immer Zeit für ein Gespräch oder eine Umarmung hat. Sie ist bescheiden in der Art und Weise, wie sie lebt, aber sehr reich an Herz und Charakter."
106;106;Beschreibe kurz einen fiktiven Menschen, der sehr fürsorglich ist.;1;0;Beschreibe kurz einen fiktiven Menschen, der sehr fürsorglich ist.;"
Dieser fiktive Mensch namens Alexander ist sehr fürsorglich und rücksichtsvoll gegenüber anderen. Er ist stets bereit, seinen Freunden, Familie und sogar Fremden zu helfen. Alexander hat immer ein offenes Ohr für die Probleme anderer und versucht, diese auf die bestmögliche Weise zu lösen. Er verfügt über eine natürliche Fähigkeit, sich in die Gefühle und Bedürfnisse anderer hineinzuversetzen und gibt sich große Mühe, anderen das Leben zu erleichtern. Alexander ist ein echter Freund, der immer für seine Lieben da ist und seinen Mitmenschen selbst in schwierigen Zeiten beisteht. Seine Fürsorglichkeit und seine warmherzige Art machen ihn zu jemandem, der in seinem sozialen Umfeld sehr geschätzt wird."
